title,manufacturer,report_date,year_folder,page_url,slug,local_path
"Zoox October 12, 2023 (PDF)",Zoox,2023-10-12,2023,https://www.dmv.ca.gov/portal/file/zoox_101223-pdf/,zoox_101223-pdf,reports/2023/zoox_101223-pdf.pdf
"Apple October 13, 2023 (PDF)",Apple,2023-10-13,2023,https://www.dmv.ca.gov/portal/file/apple_101323-pdf/,apple_101323-pdf,reports/2023/apple_101323-pdf.pdf
"Apollo Autonomous Driving October 16, 2023 (PDF)",Apollo Autonomous Driving,2023-10-16,2023,https://www.dmv.ca.gov/portal/file/apollo_101623-pdf/,apollo_101623-pdf,reports/2023/apollo_101623-pdf.pdf
"Waymo October 17, 2023 (PDF)",Waymo,2023-10-17,2023,https://www.dmv.ca.gov/portal/file/waymo_101723-pdf/,waymo_101723-pdf,reports/2023/waymo_101723-pdf.pdf
"Apple October 23, 2023 (PDF)",Apple,2023-10-23,2023,https://www.dmv.ca.gov/portal/file/apple_10232023-pdf/,apple_10232023-pdf,reports/2023/apple_10232023-pdf.pdf
"Waymo October 26, 2023 (PDF)",Waymo,2023-10-26,2023,https://www.dmv.ca.gov/portal/file/waymo_10262023-pdf/,waymo_10262023-pdf,reports/2023/waymo_10262023-pdf.pdf
"Cruise October 27, 2023 (PDF)",Cruise,2023-10-27,2023,https://www.dmv.ca.gov/portal/file/cruise_10272023-pdf/,cruise_10272023-pdf,reports/2023/cruise_10272023-pdf.pdf
"Waymo November 3, 2023 (PDF)",Waymo,2023-11-03,2023,https://www.dmv.ca.gov/portal/file/waymo_11032023-pdf/,waymo_11032023-pdf,reports/2023/waymo_11032023-pdf.pdf
"Waymo November 22, 2023 (PDF)",Waymo,2023-11-22,2023,https://www.dmv.ca.gov/portal/file/waymo_11222023-pdf/,waymo_11222023-pdf,reports/2023/waymo_11222023-pdf.pdf
"Nuro November 27, 2023 (PDF)",Nuro,2023-11-27,2023,https://www.dmv.ca.gov/portal/file/nuro_11272023-pdf/,nuro_11272023-pdf,reports/2023/nuro_11272023-pdf.pdf
"Mercedes Benz, November 29, 2023 (PDF)","Mercedes Benz,",2023-11-29,2023,https://www.dmv.ca.gov/portal/file/mercedes_benz_11292023-pdf/,mercedes_benz_11292023-pdf,reports/2023/mercedes_benz_11292023-pdf.pdf
"Zoox January 1, 2024 (A) (PDF)",Zoox,2024-01-01,2024,https://www.dmv.ca.gov/portal/file/zoox_01012024a-pdf/,zoox_01012024a-pdf,reports/2024/zoox_01012024a-pdf.pdf
"Zoox January 1, 2024 (B) (PDF)",Zoox,2024-01-01,2024,https://www.dmv.ca.gov/portal/file/zoox_01012024b-pdf/,zoox_01012024b-pdf,reports/2024/zoox_01012024b-pdf.pdf
"Waymo January 8, 2024 (PDF)",Waymo,2024-01-08,2024,https://www.dmv.ca.gov/portal/file/waymo_01082024-pdf/,waymo_01082024-pdf,reports/2024/waymo_01082024-pdf.pdf
"Ghost Autonomy Inc January 11, 2024 (PDF)",Ghost Autonomy Inc,2024-01-11,2024,https://www.dmv.ca.gov/portal/file/ghostautonomy01112024-pdf/,ghostautonomy01112024-pdf,reports/2024/ghostautonomy01112024-pdf.pdf
"Zoox January 11, 2024 (1) (PDF)",Zoox,2024-01-11,2024,https://www.dmv.ca.gov/portal/file/zoox_011120241-pdf/,zoox_011120241-pdf,reports/2024/zoox_011120241-pdf.pdf
"Zoox January 11, 2024 (2) (PDF)",Zoox,2024-01-11,2024,https://www.dmv.ca.gov/portal/file/zoox_011120242-pdf/,zoox_011120242-pdf,reports/2024/zoox_011120242-pdf.pdf
"Nuro January 12, 2024 (PDF)",Nuro,2024-01-12,2024,https://www.dmv.ca.gov/portal/file/nuro_0111122024-pdf/,nuro_0111122024-pdf,reports/2024/nuro_0111122024-pdf.pdf
"Zoox January 15, 2024 (PDF)",Zoox,2024-01-15,2024,https://www.dmv.ca.gov/portal/file/zoox_01152024-pdf/,zoox_01152024-pdf,reports/2024/zoox_01152024-pdf.pdf
"WeRide January 17, 2024 (PDF)",WeRide,2024-01-17,2024,https://www.dmv.ca.gov/portal/file/weride01172024-pdf/,weride01172024-pdf,reports/2024/weride01172024-pdf.pdf
"Apple January 26, 2024 (PDF)",Apple,2024-01-26,2024,https://www.dmv.ca.gov/portal/file/apple_012624-pdf/,apple_012624-pdf,reports/2024/apple_012624-pdf.pdf
"Nuro January 31, 2024 (PDF)",Nuro,2024-01-31,2024,https://www.dmv.ca.gov/portal/file/nuro_013124-pdf/,nuro_013124-pdf,reports/2024/nuro_013124-pdf.pdf
"Waymo January 31, 2024 (PDF)",Waymo,2024-01-31,2024,https://www.dmv.ca.gov/portal/file/waymo_013124-pdf/,waymo_013124-pdf,reports/2024/waymo_013124-pdf.pdf
"Waymo February 5, 2024 (PDF)",Waymo,2024-02-05,2024,https://www.dmv.ca.gov/portal/file/waymo_02052024-pdf/,waymo_02052024-pdf,reports/2024/waymo_02052024-pdf.pdf
"Apple February 15, 2024 (PDF)",Apple,2024-02-15,2024,https://www.dmv.ca.gov/portal/file/apple_021524-pdf/,apple_021524-pdf,reports/2024/apple_021524-pdf.pdf
"Waymo February 18, 2024 (PDF)",Waymo,2024-02-18,2024,https://www.dmv.ca.gov/portal/file/waymo_021824-pdf/,waymo_021824-pdf,reports/2024/waymo_021824-pdf.pdf
"Zoox February 22, 2024 (1) (PDF)",Zoox,2024-02-22,2024,https://www.dmv.ca.gov/portal/file/zoox_022220241-pdf/,zoox_022220241-pdf,reports/2024/zoox_022220241-pdf.pdf
"Zoox February 22, 2024 (2) (PDF)",Zoox,2024-02-22,2024,https://www.dmv.ca.gov/portal/file/zoox_022220242-pdf/,zoox_022220242-pdf,reports/2024/zoox_022220242-pdf.pdf
"Waymo March 2, 2024 (PDF)",Waymo,2024-03-02,2024,https://www.dmv.ca.gov/portal/file/waymo_03022024-pdf/,waymo_03022024-pdf,reports/2024/waymo_03022024-pdf.pdf
"Waymo March 3, 2024 (PDF)",Waymo,2024-03-03,2024,https://www.dmv.ca.gov/portal/file/waymo_03032024-pdf/,waymo_03032024-pdf,reports/2024/waymo_03032024-pdf.pdf
"Waymo March 8, 2024 (PDF)",Waymo,2024-03-08,2024,https://www.dmv.ca.gov/portal/file/waymo_03082024-pdf/,waymo_03082024-pdf,reports/2024/waymo_03082024-pdf.pdf
"Nuro March 12, 2024 (PDF)",Nuro,2024-03-12,2024,https://www.dmv.ca.gov/portal/file/nuro_031224-pdf/,nuro_031224-pdf,reports/2024/nuro_031224-pdf.pdf
"Waymo March 14, 2024 (PDF)",Waymo,2024-03-14,2024,https://www.dmv.ca.gov/portal/file/waymo_03142024-pdf/,waymo_03142024-pdf,reports/2024/waymo_03142024-pdf.pdf
"Zoox March 18, 2024 (PDF)",Zoox,2024-03-18,2024,https://www.dmv.ca.gov/portal/file/zoox_031824-pdf/,zoox_031824-pdf,reports/2024/zoox_031824-pdf.pdf
"Waymo March 19, 2024 (PDF)",Waymo,2024-03-19,2024,https://www.dmv.ca.gov/portal/file/waymo_031924-pdf/,waymo_031924-pdf,reports/2024/waymo_031924-pdf.pdf
"Waymo March 22, 2024 (PDF)",Waymo,2024-03-22,2024,https://www.dmv.ca.gov/portal/file/waymo_032224_amended_redacted-pdf/,waymo_032224_amended_redacted-pdf,reports/2024/waymo_032224_amended_redacted-pdf.pdf
"Waymo March 28, 2024 (PDF)",Waymo,2024-03-28,2024,https://www.dmv.ca.gov/portal/file/waymo_032824-pdf/,waymo_032824-pdf,reports/2024/waymo_032824-pdf.pdf
"Waymo March 30, 2024 (PDF)",Waymo,2024-03-30,2024,https://www.dmv.ca.gov/portal/file/waymo_033024-pdf/,waymo_033024-pdf,reports/2024/waymo_033024-pdf.pdf
"Zoox April 2, 2024 (PDF)",Zoox,2024-04-02,2024,https://www.dmv.ca.gov/portal/file/zoox_040224-pdf/,zoox_040224-pdf,reports/2024/zoox_040224-pdf.pdf
"Waymo April 11, 2024 (PDF)",Waymo,2024-04-11,2024,https://www.dmv.ca.gov/portal/file/waymo_04112024-pdf/,waymo_04112024-pdf,reports/2024/waymo_04112024-pdf.pdf
"Waymo April 13, 2024 (PDF)",Waymo,2024-04-13,2024,https://www.dmv.ca.gov/portal/file/waymo_04132024-pdf/,waymo_04132024-pdf,reports/2024/waymo_04132024-pdf.pdf
"Zoox April 17, 2024 (PDF)",Zoox,2024-04-17,2024,https://www.dmv.ca.gov/portal/file/zoox_04172024-pdf/,zoox_04172024-pdf,reports/2024/zoox_04172024-pdf.pdf
"Pony.ai April 23, 2024 (PDF)",Pony.ai,2024-04-23,2024,https://www.dmv.ca.gov/portal/file/pony-ai_04232024-pdf/,pony-ai_04232024-pdf,reports/2024/pony-ai_04232024-pdf.pdf
"Zoox April 28, 2024 (PDF)",Zoox,2024-04-28,2024,https://www.dmv.ca.gov/portal/file/zoox_042824-pdf/,zoox_042824-pdf,reports/2024/zoox_042824-pdf.pdf
"Waymo May 8, 2024 (PDF)",Waymo,2024-05-08,2024,https://www.dmv.ca.gov/portal/file/waymo_05082024-pdf/,waymo_05082024-pdf,reports/2024/waymo_05082024-pdf.pdf
"Waymo May 13, 2024 (PDF)",Waymo,2024-05-13,2024,https://www.dmv.ca.gov/portal/file/waymo_05132024-pdf/,waymo_05132024-pdf,reports/2024/waymo_05132024-pdf.pdf
"Pony.ai May 15, 2024 (PDF)",Pony.ai,2024-05-15,2024,https://www.dmv.ca.gov/portal/file/ponyai05152024-pdf/,ponyai05152024-pdf,reports/2024/ponyai05152024-pdf.pdf
"Waymo May 17, 2024 (PDF)",Waymo,2024-05-17,2024,https://www.dmv.ca.gov/portal/file/waymo_051724-pdf/,waymo_051724-pdf,reports/2024/waymo_051724-pdf.pdf
"Waymo May 20, 2024 (PDF)",Waymo,2024-05-20,2024,https://www.dmv.ca.gov/portal/file/waymo_052024-pdf/,waymo_052024-pdf,reports/2024/waymo_052024-pdf.pdf
"Nuro May 22, 2024 (PDF)",Nuro,2024-05-22,2024,https://www.dmv.ca.gov/portal/file/nuro_052224-pdf/,nuro_052224-pdf,reports/2024/nuro_052224-pdf.pdf
"Zoox May 30, 2024 (PDF)",Zoox,2024-05-30,2024,https://www.dmv.ca.gov/portal/file/zoox_05302024-pdf/,zoox_05302024-pdf,reports/2024/zoox_05302024-pdf.pdf
"Waymo June 3, 2024 (PDF)",Waymo,2024-06-03,2024,https://www.dmv.ca.gov/portal/file/waymo_06032024-pdf/,waymo_06032024-pdf,reports/2024/waymo_06032024-pdf.pdf
"Waymo June 4, 2024 (PDF)",Waymo,2024-06-04,2024,https://www.dmv.ca.gov/portal/file/waymo_06042024-pdf/,waymo_06042024-pdf,reports/2024/waymo_06042024-pdf.pdf
"Waymo June 5, 2024 (PDF)",Waymo,2024-06-05,2024,https://www.dmv.ca.gov/portal/file/waymo_06052024-pdf/,waymo_06052024-pdf,reports/2024/waymo_06052024-pdf.pdf
"WeRide June 10, 2024 (PDF)",WeRide,2024-06-10,2024,https://www.dmv.ca.gov/portal/file/weride_06102024-pdf/,weride_06102024-pdf,reports/2024/weride_06102024-pdf.pdf
"Waymo June 11, 2024 (PDF)",Waymo,2024-06-11,2024,https://www.dmv.ca.gov/portal/file/waymo_06112024-pdf/,waymo_06112024-pdf,reports/2024/waymo_06112024-pdf.pdf
"WeRide June 21, 2024 (PDF)",WeRide,2024-06-21,2024,https://www.dmv.ca.gov/portal/file/weride_06212024-pdf/,weride_06212024-pdf,reports/2024/weride_06212024-pdf.pdf
"Waymo July 2, 2024 (PDF)",Waymo,2024-07-02,2024,https://www.dmv.ca.gov/portal/file/waymo_07022024-pdf/,waymo_07022024-pdf,reports/2024/waymo_07022024-pdf.pdf
"Waymo July 6, 2024 (A) (PDF)",Waymo,2024-07-06,2024,https://www.dmv.ca.gov/portal/file/waymo_070624_a-pdf/,waymo_070624_a-pdf,reports/2024/waymo_070624_a-pdf.pdf
"Waymo July 6, 2024 (B) (PDF)",Waymo,2024-07-06,2024,https://www.dmv.ca.gov/portal/file/waymo_070624_b-pdf/,waymo_070624_b-pdf,reports/2024/waymo_070624_b-pdf.pdf
"Zoox July 11, 2024 (PDF)",Zoox,2024-07-11,2024,https://www.dmv.ca.gov/portal/file/zoox_071124-pdf/,zoox_071124-pdf,reports/2024/zoox_071124-pdf.pdf
"Zoox July 16, 2024 (PDF)",Zoox,2024-07-16,2024,https://www.dmv.ca.gov/portal/file/zoox_07162024-pdf/,zoox_07162024-pdf,reports/2024/zoox_07162024-pdf.pdf
"Waymo July 18, 2024 (PDF)",Waymo,2024-07-18,2024,https://www.dmv.ca.gov/portal/file/waymo_07182024-pdf/,waymo_07182024-pdf,reports/2024/waymo_07182024-pdf.pdf
"Waymo July 19, 2024 (PDF)",Waymo,2024-07-19,2024,https://www.dmv.ca.gov/portal/file/waymo_07192024-pdf/,waymo_07192024-pdf,reports/2024/waymo_07192024-pdf.pdf
"Zoox July 20, 2024 (PDF)",Zoox,2024-07-20,2024,https://www.dmv.ca.gov/portal/file/zoox_07202024-pdf/,zoox_07202024-pdf,reports/2024/zoox_07202024-pdf.pdf
"Zoox July 20, 2024 (A) (PDF)",Zoox,2024-07-20,2024,https://www.dmv.ca.gov/portal/file/zoox_07202024a-pdf/,zoox_07202024a-pdf,reports/2024/zoox_07202024a-pdf.pdf
"Zoox July 20, 2024 (B) (PDF)",Zoox,2024-07-20,2024,https://www.dmv.ca.gov/portal/file/zoox_07202024b-pdf/,zoox_07202024b-pdf,reports/2024/zoox_07202024b-pdf.pdf
"Waymo July 27, 2024 (PDF)",Waymo,2024-07-27,2024,https://www.dmv.ca.gov/portal/file/waymo_07272024-pdf/,waymo_07272024-pdf,reports/2024/waymo_07272024-pdf.pdf
"Waymo August 1, 2024 (PDF)",Waymo,2024-08-01,2024,https://www.dmv.ca.gov/portal/file/waymo_08012024-pdf/,waymo_08012024-pdf,reports/2024/waymo_08012024-pdf.pdf
"Zoox August 2, 2024 (PDF)",Zoox,2024-08-02,2024,https://www.dmv.ca.gov/portal/file/zoox_08022024-pdf/,zoox_08022024-pdf,reports/2024/zoox_08022024-pdf.pdf
"Waymo August 9, 2024 (PDF)",Waymo,2024-08-09,2024,https://www.dmv.ca.gov/portal/file/waymo_08092024-pdf/,waymo_08092024-pdf,reports/2024/waymo_08092024-pdf.pdf
"Waymo August 20, 2024 (PDF)",Waymo,2024-08-20,2024,https://www.dmv.ca.gov/portal/file/waymo_08202024-pdf/,waymo_08202024-pdf,reports/2024/waymo_08202024-pdf.pdf
"Waymo August 29, 2024 (PDF)",Waymo,2024-08-29,2024,https://www.dmv.ca.gov/portal/file/waymo_08292024-pdf/,waymo_08292024-pdf,reports/2024/waymo_08292024-pdf.pdf
"Waymo August 30, 2024 (1) (PDF)",Waymo,2024-08-30,2024,https://www.dmv.ca.gov/portal/file/waymo_083020241-pdf/,waymo_083020241-pdf,reports/2024/waymo_083020241-pdf.pdf
"Waymo August 30, 2024 (2) (PDF)",Waymo,2024-08-30,2024,https://www.dmv.ca.gov/portal/file/waymo_083020242-pdf/,waymo_083020242-pdf,reports/2024/waymo_083020242-pdf.pdf
"Waymo September 3, 2024 (PDF)",Waymo,2024-09-03,2024,https://www.dmv.ca.gov/portal/file/waymo_09032024-pdf/,waymo_09032024-pdf,reports/2024/waymo_09032024-pdf.pdf
"Zoox September 3, 2024 (PDF)",Zoox,2024-09-03,2024,https://www.dmv.ca.gov/portal/file/zoox_09032024-pdf/,zoox_09032024-pdf,reports/2024/zoox_09032024-pdf.pdf
"Waymo September 13, 2024 (PDF)",Waymo,2024-09-13,2024,https://www.dmv.ca.gov/portal/file/waymo_09132024-pdf/,waymo_09132024-pdf,reports/2024/waymo_09132024-pdf.pdf
"Waymo September 18, 2024 (PDF)",Waymo,2024-09-18,2024,https://www.dmv.ca.gov/portal/file/waymo_09182024-pdf/,waymo_09182024-pdf,reports/2024/waymo_09182024-pdf.pdf
"Waymo September 26, 2024 (PDF)",Waymo,2024-09-26,2024,https://www.dmv.ca.gov/portal/file/waymo_092624-pdf/,waymo_092624-pdf,reports/2024/waymo_092624-pdf.pdf
"Waymo September 27, 2024 (PDF)",Waymo,2024-09-27,2024,https://www.dmv.ca.gov/portal/file/waymo_092724-pdf/,waymo_092724-pdf,reports/2024/waymo_092724-pdf.pdf
"Waymo September 29, 2024 (PDF)",Waymo,2024-09-29,2024,https://www.dmv.ca.gov/portal/file/waymo_09292024-pdf/,waymo_09292024-pdf,reports/2024/waymo_09292024-pdf.pdf
"Zoox September 29, 2024 (PDF)",Zoox,2024-09-29,2024,https://www.dmv.ca.gov/portal/file/zoox_09292024-pdf/,zoox_09292024-pdf,reports/2024/zoox_09292024-pdf.pdf
"Waymo October 3, 2024 (PDF)",Waymo,2024-10-03,2024,https://www.dmv.ca.gov/portal/file/waymo_10032024-pdf/,waymo_10032024-pdf,reports/2024/waymo_10032024-pdf.pdf
"Zoox October 6, 2024 (PDF)",Zoox,2024-10-06,2024,https://www.dmv.ca.gov/portal/file/zoox_100624-pdf/,zoox_100624-pdf,reports/2024/zoox_100624-pdf.pdf
"Zoox October 10, 2024 (PDF)",Zoox,2024-10-10,2024,https://www.dmv.ca.gov/portal/file/zoox_101024-pdf/,zoox_101024-pdf,reports/2024/zoox_101024-pdf.pdf
"Waymo October 14, 2024 (PDF)",Waymo,2024-10-14,2024,https://www.dmv.ca.gov/portal/file/waymo_101424-pdf/,waymo_101424-pdf,reports/2024/waymo_101424-pdf.pdf
"Waymo October 16, 2024 (PDF)",Waymo,2024-10-16,2024,https://www.dmv.ca.gov/portal/file/waymo_101624-pdf/,waymo_101624-pdf,reports/2024/waymo_101624-pdf.pdf
"Woven by Toyota October 16, 2024",Woven by Toyota,2024-10-16,2024,https://www.dmv.ca.gov/portal/file/woven_101624/,woven_101624,reports/2024/woven_101624.pdf
"Waymo October 19, 2024 (PDF)",Waymo,2024-10-19,2024,https://www.dmv.ca.gov/portal/file/waymo_101924-pdf/,waymo_101924-pdf,reports/2024/waymo_101924-pdf.pdf
"Waymo October 20, 2024 (PDF)",Waymo,2024-10-20,2024,https://www.dmv.ca.gov/portal/file/waymo_102024-pdf/,waymo_102024-pdf,reports/2024/waymo_102024-pdf.pdf
"Zoox October 24, 2024 (PDF)",Zoox,2024-10-24,2024,https://www.dmv.ca.gov/portal/file/zoox_102424-pdf/,zoox_102424-pdf,reports/2024/zoox_102424-pdf.pdf
"Waymo November 3, 2024 (1) (PDF)",Waymo,2024-11-03,2024,https://www.dmv.ca.gov/portal/file/waymo_110324_1-pdf/,waymo_110324_1-pdf,reports/2024/waymo_110324_1-pdf.pdf
"Waymo November 3, 2024 (2) (PDF)",Waymo,2024-11-03,2024,https://www.dmv.ca.gov/portal/file/waymo_110324_2-pdf/,waymo_110324_2-pdf,reports/2024/waymo_110324_2-pdf.pdf
"Waymo November 4, 2024 (PDF)",Waymo,2024-11-04,2024,https://www.dmv.ca.gov/portal/file/waymo_110424-pdf/,waymo_110424-pdf,reports/2024/waymo_110424-pdf.pdf
"Waymo November 5, 2024 (PDF)",Waymo,2024-11-05,2024,https://www.dmv.ca.gov/portal/file/waymo_110524-pdf/,waymo_110524-pdf,reports/2024/waymo_110524-pdf.pdf
"Waymo November 8, 2024 (PDF)",Waymo,2024-11-08,2024,https://www.dmv.ca.gov/portal/file/waymo_110824-pdf/,waymo_110824-pdf,reports/2024/waymo_110824-pdf.pdf
"Waymo November 26, 2024 (PDF)",Waymo,2024-11-26,2024,https://www.dmv.ca.gov/portal/file/waymo_11262024-pdf/,waymo_11262024-pdf,reports/2024/waymo_11262024-pdf.pdf
"Waymo November 26, 2024 (PDF)",Waymo,2024-11-26,2024,https://www.dmv.ca.gov/portal/file/waymo_11262024b-pdf/,waymo_11262024b-pdf,reports/2024/waymo_11262024b-pdf.pdf
"Waymo November 27, 2024 (PDF)",Waymo,2024-11-27,2024,https://www.dmv.ca.gov/portal/file/waymo_11272024-pdf/,waymo_11272024-pdf,reports/2024/waymo_11272024-pdf.pdf
"WeRide Corp November 27, 2024 (PDF)",WeRide Corp,2024-11-27,2024,https://www.dmv.ca.gov/portal/file/weride_11272024-pdf/,weride_11272024-pdf,reports/2024/weride_11272024-pdf.pdf
"Waymo November 30, 2024 (PDF)",Waymo,2024-11-30,2024,https://www.dmv.ca.gov/portal/file/waymo_11302024-pdf/,waymo_11302024-pdf,reports/2024/waymo_11302024-pdf.pdf
"Waymo December 2, 2024 (2) (PDF)",Waymo,2024-12-02,2024,https://www.dmv.ca.gov/portal/file/waym0_120220242-pdf/,waym0_120220242-pdf,reports/2024/waym0_120220242-pdf.pdf
"Waymo December 2, 2024 (1) (PDF)",Waymo,2024-12-02,2024,https://www.dmv.ca.gov/portal/file/waymo_120220241-pdf/,waymo_120220241-pdf,reports/2024/waymo_120220241-pdf.pdf
"Zoox December 8, 2024 (PDF)",Zoox,2024-12-08,2024,https://www.dmv.ca.gov/portal/file/zoox-12082024-pdf/,zoox-12082024-pdf,reports/2024/zoox-12082024-pdf.pdf
"Waymo December 11, 2024 (PDF)",Waymo,2024-12-11,2024,https://www.dmv.ca.gov/portal/file/waymo-12112024-pdf/,waymo-12112024-pdf,reports/2024/waymo-12112024-pdf.pdf
"Pony.ai December 12, 2024 (PDF)",Pony.ai,2024-12-12,2024,https://www.dmv.ca.gov/portal/file/pony-ai_12122024-pdf/,pony-ai_12122024-pdf,reports/2024/pony-ai_12122024-pdf.pdf
"Waymo December 14, 2024 (PDF)",Waymo,2024-12-14,2024,https://www.dmv.ca.gov/portal/file/waymo_121424-pdf/,waymo_121424-pdf,reports/2024/waymo_121424-pdf.pdf
"Waymo December 16, 2024 (PDF)",Waymo,2024-12-16,2024,https://www.dmv.ca.gov/portal/file/waymo_121624-pdf/,waymo_121624-pdf,reports/2024/waymo_121624-pdf.pdf
"Waymo December 17, 2024 (PDF)",Waymo,2024-12-17,2024,https://www.dmv.ca.gov/portal/file/waymo_12172024-pdf/,waymo_12172024-pdf,reports/2024/waymo_12172024-pdf.pdf
"Zoox December 18, 2024 (PDF)",Zoox,2024-12-18,2024,https://www.dmv.ca.gov/portal/file/zoox_121824-pdf/,zoox_121824-pdf,reports/2024/zoox_121824-pdf.pdf
"Waymo December 20, 2024 (PDF)",Waymo,2024-12-20,2024,https://www.dmv.ca.gov/portal/file/waymo_12202024-pdf/,waymo_12202024-pdf,reports/2024/waymo_12202024-pdf.pdf
"Waymo December 20, 2024 (A) (PDF)",Waymo,2024-12-20,2024,https://www.dmv.ca.gov/portal/file/waymo_12202024a-pdf/,waymo_12202024a-pdf,reports/2024/waymo_12202024a-pdf.pdf
"Waymo December 20, 2024 Narrative (B) (PDF)",Waymo,2024-12-20,2024,https://www.dmv.ca.gov/portal/file/waymo_12202024b-pdf/,waymo_12202024b-pdf,reports/2024/waymo_12202024b-pdf.pdf
"Waymo December 25, 2024 (PDF)",Waymo,2024-12-25,2024,https://www.dmv.ca.gov/portal/file/waymo_122524-pdf/,waymo_122524-pdf,reports/2024/waymo_122524-pdf.pdf
"Waymo December 27, 2024 (PDF)",Waymo,2024-12-27,2024,https://www.dmv.ca.gov/portal/file/waymo_12272024-pdf/,waymo_12272024-pdf,reports/2024/waymo_12272024-pdf.pdf
"Zoox January 4, 2025 (PDF)",Zoox,2025-01-04,2025,https://www.dmv.ca.gov/portal/file/zoox_010425-pdf/,zoox_010425-pdf,reports/2025/zoox_010425-pdf.pdf
"Waymo January 7, 2025 (PDF)",Waymo,2025-01-07,2025,https://www.dmv.ca.gov/portal/file/waymo_010725-pdf/,waymo_010725-pdf,reports/2025/waymo_010725-pdf.pdf
"Zoox January 8, 2025 (PDF)",Zoox,2025-01-08,2025,https://www.dmv.ca.gov/portal/file/zoox_010825-pdf/,zoox_010825-pdf,reports/2025/zoox_010825-pdf.pdf
"Waymo January 11, 2025 (1) (PDF)",Waymo,2025-01-11,2025,https://www.dmv.ca.gov/portal/file/waymo_011125_1-pdf/,waymo_011125_1-pdf,reports/2025/waymo_011125_1-pdf.pdf
"Waymo January 11, 2025 (2) (PDF)",Waymo,2025-01-11,2025,https://www.dmv.ca.gov/portal/file/waymo_011125_2-pdf/,waymo_011125_2-pdf,reports/2025/waymo_011125_2-pdf.pdf
"May Mobility January 14, 2025 (PDF)",,2025-01-14,2025,https://www.dmv.ca.gov/portal/file/may_mobility_011425-pdf/,may_mobility_011425-pdf,reports/2025/may_mobility_011425-pdf.pdf
"Waymo January 15, 2025 (PDF)",Waymo,2025-01-15,2025,https://www.dmv.ca.gov/portal/file/waymo_011525-pdf/,waymo_011525-pdf,reports/2025/waymo_011525-pdf.pdf
"Zoox January 17, 2025 (PDF)",Zoox,2025-01-17,2025,https://www.dmv.ca.gov/portal/file/zoox_011725-pdf/,zoox_011725-pdf,reports/2025/zoox_011725-pdf.pdf
"Waymo January 21, 2025 (PDF)",Waymo,2025-01-21,2025,https://www.dmv.ca.gov/portal/file/waymo_012125-pdf/,waymo_012125-pdf,reports/2025/waymo_012125-pdf.pdf
"Waymo January 23, 2025 (PDF)",Waymo,2025-01-23,2025,https://www.dmv.ca.gov/portal/file/waymo_012325-pdf/,waymo_012325-pdf,reports/2025/waymo_012325-pdf.pdf
"Zoox January 23, 2025 (PDF)",Zoox,2025-01-23,2025,https://www.dmv.ca.gov/portal/file/zoox_012325-pdf/,zoox_012325-pdf,reports/2025/zoox_012325-pdf.pdf
"Zoox January 26, 2025 (PDF)",Zoox,2025-01-26,2025,https://www.dmv.ca.gov/portal/file/zoox_012625_redacted-pdf/,zoox_012625_redacted-pdf,reports/2025/zoox_012625_redacted-pdf.pdf
"Zoox January 29, 2025 (PDF)",Zoox,2025-01-29,2025,https://www.dmv.ca.gov/portal/file/zoox_012925_redacted-pdf/,zoox_012925_redacted-pdf,reports/2025/zoox_012925_redacted-pdf.pdf
"Waymo February 3, 2025 (PDF)",Waymo,2025-02-03,2025,https://www.dmv.ca.gov/portal/file/waymo_020325-pdf/,waymo_020325-pdf,reports/2025/waymo_020325-pdf.pdf
"AutoX February 5, 2025 (PDF)",AutoX,2025-02-05,2025,https://www.dmv.ca.gov/portal/file/autox_020525_redacted-pdf/,autox_020525_redacted-pdf,reports/2025/autox_020525_redacted-pdf.pdf
"Mercedes-Benz February 7, 2025 (PDF)",Mercedes-Benz,2025-02-07,2025,https://www.dmv.ca.gov/portal/file/mercedes_020725_redacted-pdf/,mercedes_020725_redacted-pdf,reports/2025/mercedes_020725_redacted-pdf.pdf
"Waymo February 14, 2025 (PDF)",Waymo,2025-02-14,2025,https://www.dmv.ca.gov/portal/file/waymo_02142025-pdf/,waymo_02142025-pdf,reports/2025/waymo_02142025-pdf.pdf
"Zoox February 18, 2025 (PDF)",Zoox,2025-02-18,2025,https://www.dmv.ca.gov/portal/file/zoox_02182025-pdf/,zoox_02182025-pdf,reports/2025/zoox_02182025-pdf.pdf
"Zoox February 19, 2025 (PDF)",Zoox,2025-02-19,2025,https://www.dmv.ca.gov/portal/file/zoox_02192025-pdf/,zoox_02192025-pdf,reports/2025/zoox_02192025-pdf.pdf
"Zoox February 23, 2025 (PDF)",Zoox,2025-02-23,2025,https://www.dmv.ca.gov/portal/file/zoox_022325-pdf/,zoox_022325-pdf,reports/2025/zoox_022325-pdf.pdf
"Waymo March 12, 2025 (PDF)",Waymo,2025-03-12,2025,https://www.dmv.ca.gov/portal/file/waymo_03122025-pdf/,waymo_03122025-pdf,reports/2025/waymo_03122025-pdf.pdf
"Waymo March 14, 2025 (PDF)",Waymo,2025-03-14,2025,https://www.dmv.ca.gov/portal/file/waymo_03142025-pdf/,waymo_03142025-pdf,reports/2025/waymo_03142025-pdf.pdf
